1.7018422508434186;3.0;13.0;60.0;49.0;25.0
1.8378622260874748;1.0;4.0;37.0;59.0;49.0
1.3163149490068806;24.0;75.0;34.0;6.0;11.0
1.7039158155337337;15.0;37.0;14.0;3.0;81.0
1.6272692422372177;24.0;10.0;4.0;10.0;102.0
1.7109680274899526;28.0;19.0;12.0;89.0;2.0
1.300443848157769;26.0;20.0;2.0;94.0;8.0
1.7167830521274072;12.0;33.0;8.0;75.0;22.0
1.3103960405091715;8.0;2.0;18.0;4.0;118.0
1.6550042063029098;14.0;14.0;45.0;5.0;72.0
1.427108624276459;40.0;36.0;29.0;11.0;34.0
1.849507188763381;10.0;73.0;22.0;6.0;39.0
1.461088129678663;11.0;58.0;20.0;11.0;50.0
1.3791182253588923;102.0;5.0;0.0;17.0;26.0
1.4041455706600232;46.0;71.0;4.0;11.0;18.0
1.5435826207659622;14.0;47.0;30.0;12.0;47.0
1.3274733210284302;29.0;60.0;19.0;16.0;26.0
1.6532258117237812;30.0;50.0;7.0;48.0;15.0
1.3350183434448584;1.0;69.0;62.0;12.0;6.0
1.8463042644470358;81.0;2.0;54.0;9.0;4.0
1.3570905241271836;13.0;54.0;42.0;16.0;25.0
1.577788344413074;5.0;63.0;1.0;64.0;17.0
1.6930392574135325;72.0;9.0;8.0;47.0;14.0
1.5578548488034132;15.0;41.0;26.0;8.0;60.0
1.3095373414836105;27.0;25.0;46.0;38.0;14.0
1.307522691169913;34.0;70.0;8.0;24.0;14.0
1.4543992038807825;48.0;24.0;58.0;11.0;9.0
1.751852882824508;6.0;12.0;31.0;32.0;69.0
1.3982853285639951;13.0;28.0;71.0;0.0;38.0
1.6516999278595006;58.0;0.0;2.0;40.0;50.0
1.3445716338378462;32.0;12.0;10.0;2.0;94.0
1.376466049165398;49.0;19.0;68.0;8.0;6.0
1.7546202688405952;47.0;45.0;34.0;11.0;13.0
1.4919438169656343;9.0;14.0;73.0;37.0;17.0
1.4746368227096274;0.0;32.0;66.0;10.0;42.0
1.8587331606540527;51.0;14.0;40.0;1.0;44.0
1.3179969518213945;31.0;9.0;23.0;21.0;66.0
1.387566473601392;40.0;28.0;20.0;16.0;46.0
1.6623219646060512;89.0;32.0;0.0;11.0;18.0
1.590165117834554;32.0;35.0;38.0;45.0;0.0
1.4400900284265175;37.0;7.0;7.0;84.0;15.0
1.9346499172720732;6.0;11.0;64.0;42.0;27.0
1.88847197997594;20.0;42.0;59.0;23.0;6.0
1.82298102145498;37.0;32.0;5.0;75.0;1.0
1.3658085722508426;28.0;87.0;20.0;3.0;12.0
1.9177859671237325;12.0;7.0;58.0;42.0;31.0
1.470944858400855;24.0;2.0;29.0;6.0;89.0
1.6926960839902938;21.0;8.0;35.0;25.0;61.0
1.4377856828293836;10.0;28.0;66.0;25.0;21.0
1.6613068598847909;2.0;43.0;14.0;6.0;85.0
1.8274290383287435;4.0;2.0;71.0;29.0;44.0
